timestamp_ns,thread_index,role,event,item_id
190370309,0,P,P_DONE,179
190379795,1,C,C_REQ,-1
190380888,1,C,C_DONE,178
190381885,1,C,C_REQ,-1
190382024,1,C,C_DONE,179
190736867,3,P,P_REQ,180
190738750,3,P,P_DONE,180
191670483,4,C,C_REQ,-1
191672336,4,C,C_DONE,180
191677193,1,P,P_REQ,181
191678300,1,P,P_DONE,181
191679228,1,P,P_REQ,182
191679378,1,P,P_DONE,182
193738252,2,P,P_REQ,183
193740142,2,P,P_DONE,183
193744972,3,C,C_REQ,-1
193746056,3,C,C_DONE,181
193748356,2,C,C_REQ,-1
193749264,2,C,C_DONE,182
193750195,2,C,C_REQ,-1
193750338,2,C,C_DONE,183
195040689,0,C,C_REQ,-1
197563338,2,C,C_REQ,-1
197568172,1,C,C_REQ,-1
197569581,0,P,P_REQ,184
197571761,4,P,P_REQ,185
197581838,0,P,P_DONE,184
197584662,0,C,C_DONE,184
197587914,4,P,P_DONE,185
197592126,2,C,C_DONE,185
198264070,2,P,P_REQ,186
198270951,2,P,P_DONE,186
198278732,1,C,C_DONE,186
198883706,0,P,P_REQ,187
198894113,0,P,P_DONE,187
198894315,3,P,P_REQ,188
198896118,3,P,P_DONE,188
198883709,4,C,C_REQ,-1
198951912,4,C,C_DONE,187
199616399,2,C,C_REQ,-1
199622786,1,P,P_REQ,190
199616787,4,P,P_REQ,189
199628976,4,P,P_DONE,189
199632783,1,P,P_DONE,190
199624691,2,C,C_DONE,188
202174000,1,P,P_REQ,191
202176361,1,P,P_DONE,191
202534046,3,C,C_REQ,-1
202536244,3,C,C_DONE,189
204670038,4,P,P_REQ,192
204672166,4,P,P_DONE,192
204682052,0,C,C_REQ,-1
204683438,0,C,C_DONE,190
205975084,0,C,C_REQ,-1
205985536,0,C,C_DONE,191
205987557,0,C,C_REQ,-1
205987708,0,C,C_DONE,192
206143529,3,P,P_REQ,193
206145278,3,P,P_DONE,193
206149918,4,C,C_REQ,-1
206151174,4,C,C_DONE,193
206181978,1,C,C_REQ,-1
208423967,2,C,C_REQ,-1
208437250,1,P,P_REQ,194
208441270,1,P,P_DONE,194
208444702,4,C,C_REQ,-1
208445729,4,C,C_DONE,194
208447985,3,C,C_REQ,-1
208451533,2,P,P_REQ,195
208454200,2,P,P_DONE,195
208458564,2,C,C_DONE,195
208467146,0,P,P_REQ,196
208514635,0,P,P_DONE,196
208521658,3,C,C_DONE,196
209744713,2,P,P_REQ,197
209750285,2,P,P_DONE,197
209754894,3,P,P_REQ,198
209755880,3,P,P_DONE,198
209759011,1,C,C_DONE,197
209788664,4,P,P_REQ,199
209790587,4,P,P_DONE,199
210999284,2,C,C_REQ,-1
211001226,2,C,C_DONE,198
211003186,2,C,C_REQ,-1
211003327,2,C,C_DONE,199
211004087,2,C,C_REQ,-1
211027064,0,C,C_REQ,-1
212615455,0,P,P_REQ,200
212621128,0,P,P_DONE,200
212625798,2,C,C_DONE,200
212960290,1,C,C_REQ,-1
213911937,0,P,P_REQ,201
213917297,0,P,P_DONE,201
213922308,0,C,C_DONE,201
214927618,2,C,C_REQ,-1
214935259,4,C,C_REQ,-1
214940963,3,C,C_REQ,-1
216062556,4,P,P_REQ,202
216092331,4,P,P_DONE,202
216107283,1,C,C_DONE,202
216338577,1,P,P_REQ,203
216343567,1,P,P_DONE,203
216348027,2,C,C_DONE,203
217674265,2,P,P_REQ,204
217681687,2,P,P_DONE,204
217692320,4,C,C_DONE,204
219795387,3,P,P_REQ,205
219801060,3,P,P_DONE,205
219807067,3,C,C_DONE,205
219809411,3,C,C_REQ,-1
221135827,2,C,C_REQ,-1
221142630,0,P,P_REQ,206
221146217,0,P,P_DONE,206
221150200,3,C,C_DONE,206
221174169,1,C,C_REQ,-1
222437606,0,P,P_REQ,207
222443224,0,P,P_DONE,207
222447594,3,C,C_REQ,-1
222448657,3,C,C_DONE,207
222733787,1,P,P_REQ,208
222740090,1,P,P_DONE,208
222748699,1,C,C_DONE,208
224884053,4,P,P_REQ,209
224889672,4,P,P_DONE,209
224894367,1,C,C_REQ,-1
224895402,1,C,C_DONE,209
224896395,1,C,C_REQ,-1
224921695,0,P,P_REQ,210
224927397,0,P,P_DONE,210
224929696,0,C,C_REQ,-1
224931883,0,C,C_DONE,210
226242672,0,P,P_REQ,211
226249361,0,P,P_DONE,211
226250631,3,C,C_REQ,-1
226252067,3,P,P_REQ,212
226252463,3,C,C_DONE,211
226263113,4,C,C_REQ,-1
226273899,3,P,P_DONE,212
226283843,4,C,C_DONE,212
226900771,2,P,P_REQ,213
226907050,2,P,P_DONE,213
226911434,2,C,C_DONE,213
