timestamp_ns,thread_index,role,event,item_id
95735908,0,P,P_REQ,49
95742570,0,P,P_DONE,49
95735911,2,C,C_REQ,-1
95745003,2,C,C_DONE,49
97239746,3,C,C_REQ,-1
97239782,2,P,P_REQ,50
97251828,2,P,P_DONE,50
97259670,3,C,C_DONE,50
98353299,0,C,C_REQ,-1
99434587,3,P,P_REQ,51
99442157,3,P,P_DONE,51
99449663,0,C,C_DONE,51
99452166,0,C,C_REQ,-1
100321361,1,C,C_REQ,-1
100329842,1,P,P_REQ,52
100333869,1,P,P_DONE,52
100338714,0,C,C_DONE,52
100785465,0,P,P_REQ,53
100795415,0,P,P_DONE,53
100797594,0,P,P_REQ,54
100797810,0,P,P_DONE,54
100802328,1,C,C_DONE,53
101518502,1,P,P_REQ,55
101521268,1,P,P_DONE,55
101983631,3,P,P_REQ,56
101986106,3,P,P_DONE,56
102306423,3,C,C_REQ,-1
102308601,3,C,C_DONE,54
108377158,2,C,C_REQ,-1
108395473,2,C,C_DONE,55
113068365,0,P,P_REQ,57
113080419,0,P,P_DONE,57
113092246,3,C,C_REQ,-1
113094710,0,C,C_REQ,-1
113096899,0,C,C_DONE,56
113100257,3,C,C_DONE,57
113107335,3,P,P_REQ,60
113109083,3,P,P_DONE,60
113068381,1,P,P_REQ,58
113147552,1,P,P_DONE,58
113068378,1,C,C_REQ,-1
113313144,1,C,C_DONE,60
113068813,2,P,P_REQ,59
113406348,2,P,P_DONE,59
114365979,3,C,C_REQ,-1
114368246,3,C,C_DONE,58
115133966,0,P,P_REQ,61
115136282,0,P,P_DONE,61
116421789,3,C,C_REQ,-1
116429044,3,C,C_DONE,59
116421791,0,P,P_REQ,62
116433026,2,C,C_REQ,-1
116431966,3,C,C_REQ,-1
116435692,3,C,C_DONE,61
116436712,3,C,C_REQ,-1
116436876,3,C,C_DONE,62
116437735,3,C,C_REQ,-1
116433819,0,P,P_DONE,62
118983534,0,P,P_REQ,63
118989918,0,P,P_DONE,63
118995230,3,C,C_DONE,63
123302442,2,P,P_REQ,64
123306190,0,C,C_REQ,-1
123312042,2,P,P_DONE,64
123313221,0,C,C_DONE,64
123318632,0,P,P_REQ,67
123323451,0,P,P_DONE,67
123325860,2,C,C_DONE,67
123331140,1,C,C_REQ,-1
123302445,3,P,P_REQ,65
123307310,1,P,P_REQ,66
123826573,1,P,P_DONE,66
123318736,2,P,P_REQ,68
123843767,2,P,P_DONE,68
123846431,2,P,P_REQ,69
123846675,2,P,P_DONE,69
123338878,3,P,P_DONE,65
123855932,3,P,P_REQ,70
123856245,3,P,P_DONE,70
123809514,1,C,C_DONE,65
123864503,3,P,P_REQ,71
123866219,3,P,P_DONE,71
123867257,3,P,P_REQ,72
123867436,3,P,P_DONE,72
125120087,1,P,P_REQ,73
125122075,1,P,P_DONE,73
126428327,1,C,C_REQ,-1
126430227,1,C,C_DONE,66
129614893,2,C,C_REQ,-1
129616938,2,C,C_DONE,68
129628217,2,P,P_REQ,74
129629461,2,P,P_DONE,74
129632533,3,C,C_REQ,-1
129633628,3,C,C_DONE,69
129634742,3,C,C_REQ,-1
129634887,3,C,C_DONE,70
130339700,0,P,P_REQ,75
130341839,0,P,P_DONE,75
130891294,2,C,C_REQ,-1
130893049,2,C,C_DONE,71
130921780,3,C,C_REQ,-1
130923682,3,C,C_DONE,72
130929200,3,P,P_REQ,76
130930365,3,P,P_DONE,76
130933007,1,C,C_REQ,-1
130934033,1,C,C_DONE,73
133353603,0,C,C_REQ,-1
133355928,0,C,C_DONE,74
133373192,2,C,C_REQ,-1
133375795,2,C,C_DONE,75
134727368,1,C,C_REQ,-1
134729539,1,C,C_DONE,76
135901425,0,C,C_REQ,-1
135912613,1,P,P_REQ,77
135916906,1,P,P_DONE,77
135919080,1,P,P_REQ,78
135919272,1,P,P_DONE,78
135923055,0,C,C_DONE,77
137255086,3,C,C_REQ,-1
137258190,3,C,C_DONE,78
138421365,2,C,C_REQ,-1
138927160,2,P,P_REQ,79
138935833,2,P,P_DONE,79
138940035,3,P,P_REQ,80
138942450,3,P,P_DONE,80
138943175,2,C,C_DONE,79
140229116,2,P,P_REQ,81
140231438,2,P,P_DONE,81
140384530,0,P,P_REQ,82
140387136,0,P,P_DONE,82
141851036,1,C,C_REQ,-1
141853236,1,C,C_DONE,80
142927726,0,P,P_REQ,83
142930217,0,P,P_DONE,83
142994854,2,C,C_REQ,-1
142996641,2,C,C_DONE,81
142998700,2,C,C_REQ,-1
142998837,2,C,C_DONE,82
144023719,2,P,P_REQ,84
144025745,2,P,P_DONE,84
144031239,1,P,P_REQ,85
144032464,1,P,P_DONE,85
144035317,0,C,C_REQ,-1
144036591,0,C,C_DONE,83
146719167,3,P,P_REQ,86
146721375,3,P,P_DONE,86
146735860,3,C,C_REQ,-1
146737041,3,C,C_DONE,84
148145012,1,C,C_REQ,-1
148147101,1,C,C_DONE,85
148781546,3,P,P_REQ,87
148783462,3,P,P_DONE,87
150315479,2,P,P_REQ,88
150317794,2,P,P_DONE,88
150327300,2,C,C_REQ,-1
150329432,2,C,C_DONE,86
150527480,3,C,C_REQ,-1
150539018,3,C,C_DONE,87
151829053,3,C,C_REQ,-1
151830869,3,C,C_DONE,88
152872266,2,C,C_REQ,-1
152882114,0,P,P_REQ,89
152886123,0,P,P_DONE,89
152890605,2,C,C_DONE,89
152892212,2,C,C_REQ,-1
154371107,3,C,C_REQ,-1
154439725,1,C,C_REQ,-1
155324394,1,P,P_REQ,90
155330649,1,P,P_DONE,90
155331306,0,C,C_REQ,-1
155336298,0,C,C_DONE,90
155332666,1,P,P_REQ,91
155338601,1,P,P_DONE,91
155341444,2,P,P_REQ,92
155348442,3,C,C_DONE,91
155350425,2,P,P_DONE,92
155352560,1,C,C_DONE,92
157572932,3,P,P_REQ,93
157578488,3,P,P_DONE,93
157584209,2,C,C_DONE,93
161629279,1,P,P_REQ,94
161631236,1,P,P_DONE,94
161642267,2,P,P_REQ,95
161644172,2,P,P_DONE,95
161649010,0,P,P_REQ,96
161650015,0,P,P_DONE,96
161650925,0,P,P_REQ,97
161651091,0,P,P_DONE,97
161670211,2,C,C_REQ,-1
161672081,2,C,C_DONE,94
162961640,2,C,C_REQ,-1
162963451,2,C,C_DONE,95
164144638,1,P,P_REQ,98
164146564,1,P,P_DONE,98
164151479,1,C,C_REQ,-1
164152604,1,C,C_DONE,96
164155309,3,C,C_REQ,-1
164156196,3,C,C_DONE,97
166367824,3,P,P_REQ,99
166369701,3,P,P_DONE,99
166374604,2,C,C_REQ,-1
166375662,2,C,C_DONE,98
166428084,1,C,C_REQ,-1
166429989,1,C,C_DONE,99
166444725,0,C,C_REQ,-1
167940311,0,P,P_REQ,100
167945741,0,P,P_DONE,100
167951030,0,C,C_DONE,100
168969275,1,C,C_REQ,-1
168976282,2,P,P_REQ,101
168979489,2,P,P_DONE,101
168983390,1,C,C_DONE,101
170203524,3,C,C_REQ,-1
170210959,0,P,P_REQ,102
170214956,0,P,P_DONE,102
170219378,3,C,C_DONE,102
170221123,3,C,C_REQ,-1
171522757,1,C,C_REQ,-1
171529626,1,P,P_REQ,103
171532846,1,P,P_DONE,103
171536683,3,C,C_DONE,103
171570582,3,P,P_REQ,104
171576293,3,P,P_DONE,104
171581541,1,C,C_DONE,104
174032790,2,P,P_REQ,105
174034350,2,P,P_DONE,105
175165641,2,C,C_REQ,-1
175167587,2,C,C_DONE,105
175172523,1,C,C_REQ,-1
176506390,0,P,P_REQ,106
176511874,0,P,P_DONE,106
176513732,0,P,P_REQ,107
176513919,0,P,P_DONE,107
176518580,1,C,C_DONE,106
177833775,3,C,C_REQ,-1
177835773,3,C,C_DONE,107
177839899,0,C,C_REQ,-1
178958227,2,C,C_REQ,-1
179058876,1,C,C_REQ,-1
180324567,1,P,P_REQ,108
180330620,1,P,P_DONE,108
180335360,3,C,C_REQ,-1
180344974,0,C,C_DONE,108
180337327,2,P,P_REQ,109
180354800,2,P,P_DONE,109
180355908,2,P,P_REQ,110
180358465,2,P,P_DONE,110
180360943,1,C,C_DONE,109
180363496,2,C,C_DONE,110
180375735,3,P,P_REQ,111
180379793,3,P,P_DONE,111
180382846,3,C,C_DONE,111
181620644,1,P,P_REQ,112
181622586,1,P,P_DONE,112
181627497,0,C,C_REQ,-1
181628552,0,C,C_DONE,112
181630861,1,C,C_REQ,-1
184186390,1,P,P_REQ,113
184189133,0,P,P_REQ,114
184194053,1,P,P_DONE,113
184195901,0,P,P_DONE,114
184201878,1,C,C_DONE,113
184205952,1,C,C_REQ,-1
184206249,1,C,C_DONE,114
185405443,2,C,C_REQ,-1
185413590,3,P,P_REQ,115
185416766,3,P,P_DONE,115
185420887,2,C,C_DONE,115
185422583,2,C,C_REQ,-1
185435868,1,P,P_REQ,116
185446736,1,P,P_DONE,116
185437097,2,P,P_REQ,117
185458434,2,P,P_DONE,117
185450446,2,C,C_DONE,116
186745980,1,C,C_REQ,-1
186747783,1,C,C_DONE,117
188037982,1,C,C_REQ,-1
188045192,0,C,C_REQ,-1
190360031,0,P,P_REQ,118
190364012,0,P,P_DONE,118
190367577,1,C,C_DONE,118
190408668,3,C,C_REQ,-1
191605592,2,P,P_REQ,119
191610784,2,P,P_DONE,119
191614996,0,C,C_DONE,119
192628458,3,P,P_REQ,120
192630590,2,P,P_REQ,121
192632457,0,C,C_REQ,-1
192637726,2,C,C_REQ,-1
192646577,3,P,P_DONE,120
192650185,3,C,C_DONE,120
192658625,2,P,P_DONE,121
192663633,0,C,C_DONE,121
192666369,0,C,C_REQ,-1
194158788,0,P,P_REQ,122
194159979,1,C,C_REQ,-1
194174307,1,C,C_DONE,122
194171763,0,P,P_DONE,122
195196753,3,P,P_REQ,123
195202291,3,P,P_DONE,123
195208855,3,C,C_REQ,-1
195210574,3,C,C_DONE,123
195232610,1,P,P_REQ,124
195239865,1,P,P_DONE,124
195240391,0,C,C_DONE,124
195242621,0,C,C_REQ,-1
196498662,3,C,C_REQ,-1
196713084,1,C,C_REQ,-1
198950960,2,P,P_REQ,125
198956560,2,P,P_DONE,125
198961331,0,C,C_DONE,125
198963078,0,C,C_REQ,-1
200465845,0,P,P_REQ,126
200471021,0,P,P_DONE,126
200475310,3,P,P_REQ,127
200477864,3,P,P_DONE,127
200481050,2,C,C_DONE,126
200484533,3,C,C_DONE,127
203009532,3,P,P_REQ,128
203015868,3,P,P_DONE,128
203021252,1,C,C_DONE,128
206527260,1,P,P_REQ,129
206533511,1,P,P_DONE,129
206539275,0,C,C_DONE,129
207620607,2,C,C_REQ,-1
209310729,1,C,C_REQ,-1
210242790,2,P,P_REQ,130
210249108,2,P,P_DONE,130
210254255,2,C,C_DONE,130
210263628,0,P,P_REQ,131
210266313,0,P,P_DONE,131
210268635,3,C,C_REQ,-1
210269655,3,C,C_DONE,131
210270536,3,C,C_REQ,-1
214304827,3,P,P_REQ,132
214310278,3,P,P_DONE,132
214315344,3,C,C_DONE,132
214377161,0,C,C_REQ,-1
217572139,1,P,P_REQ,133
217578745,1,P,P_DONE,133
217581872,2,P,P_REQ,134
217592107,0,C,C_DONE,133
217592661,2,P,P_DONE,134
217597616,1,C,C_DONE,134
217597791,2,P,P_REQ,135
217606606,2,P,P_DONE,135
219914040,2,C,C_REQ,-1
219915992,2,C,C_DONE,135
219919945,0,P,P_REQ,136
219921069,0,P,P_DONE,136
219936557,1,P,P_REQ,137
219938553,1,P,P_DONE,137
223100244,3,P,P_REQ,138
223102190,3,P,P_DONE,138
223884425,0,C,C_REQ,-1
223886316,0,C,C_DONE,136
224372234,3,C,C_REQ,-1
224373813,3,C,C_DONE,137
