timestamp_ns,thread_index,role,event,item_id
138882326,1,C,C_REQ,-1
138885180,1,C,C_DONE,42
141928853,1,P,P_REQ,48
141931870,1,P,P_DONE,48
144644676,0,P,P_REQ,49
144647800,0,P,P_DONE,49
145314200,0,C,C_REQ,-1
145318792,0,C,C_DONE,43
147192590,1,P,P_REQ,50
147196492,1,P,P_DONE,50
147686296,0,P,P_REQ,51
147688535,0,P,P_DONE,51
148057131,1,C,C_REQ,-1
148059536,1,C,C_DONE,44
149536495,1,P,P_REQ,52
149540421,1,P,P_DONE,52
153138504,0,P,P_REQ,53
153141897,0,P,P_DONE,53
154294654,0,C,C_REQ,-1
154297884,0,C,C_DONE,45
155124705,1,C,C_REQ,-1
155127048,1,C,C_DONE,46
158202255,1,C,C_REQ,-1
158205195,1,C,C_DONE,47
159557222,1,P,P_REQ,54
159559603,1,P,P_DONE,54
160720104,1,C,C_REQ,-1
160722552,1,C,C_DONE,48
163070743,0,C,C_REQ,-1
163073196,0,C,C_DONE,49
